Everyone slows down, on the highway to see the,carnage from the wreck
Sometimes the road is, crystal sometimes I feel like,I'm losing my mind
Tomas was so drunk, last night he dared me to down,a pint of water
Well shit I'm about, to find myself a boo here,at discount tires
Can't believe i signed, my life away to Audi,Allentown today
Unreal opinion, Looks so calm on the ball for,such a young player
i'm glad because i, also find happiness when,i'm with u OKAY
THIS IS THE ONLY, THING YOU'VE SAID THAT MAKES SENSE IN,THIS ENTIRE THREAD
The students who walked, out of school today are the,Obama brown shirts
J Cole's new album, is by far the best thing that,has happened this year
First Monday of the, year Here's to a productive,week for everyone
You are entitled, to an opinion your just,little racist right
getting my hair done, in a little bit no more,warm toned blonde for me
Being a Mother, my Greatest Weakness is when,my SON is in Pain
Never ever it's, always a mess and I end,up hating those guys
The doctor says I'm, heading for destruction My,time is wearing thin
Light cascades through the, room as the staff becomes a,living entity
i have never said, a nice thing to avery,ever in my life
I fucking hit the, curtain and it messed up my,trick toss with Brandon
Well yeah maybe you're, that kind of friend that's always,there for everyone
Big hit stop posting, too much it's too much for my,heart to bear challenge
both middle fingers, to the law I use my hands,to pray to Allah
Hey Gaz you couldn't, slip in a little gig in,Liverpool could ya
Trust that an ending, is always followed by a,new beginning r
I love when people, lurk because you might get hurt,over assuming
I'm dog is gonna, be very mad at me when,I get this kitten
Tucking in the front, of your shirt to show off the,buckle you bought lol
The door is quiet, Down inexorably down,The openings dim
my phone doesn't have, enough battery life to,survive stan twitter
I don't like coffee, I don't see how humans can,drink that bitter stuff
be saying the most, obvious things and thinks he's,some sort of genius
by any chance will, online have dedicated,servers at some point
Ariana Grande, told me my hair looks sexy,push back She's not wrong
About to cook me, some spaghetti and call it,a day in the house
Why did you even, kiss me You're so selfish and,a freak of nature
A lot of people, wants Gods power but don't want,his relationship
Is Mueller Witness, Tampering Can You spell B,R I B E S
Somebody come to, the gym with me tonight I,got a extra pass
The thought of going, to New England hurts me but,it might be a bet
Team that's aggressor, rarely gets called for many,fouls Cats getting mauled
I think my babies, need some dry weather and sun,to go out and play
I appreciate, the share Jeff have an awesome,Holiday Season
I did order hair, but it's not going to be,here until Monday
remember to do, some dailies and get some cash,money cool guy nod
I appreciate, people who don't put a time,limit on their snaps
You tell your parents, how you really feel and they,still don't give a fuck
I hate when people, are rude for no reason It's,not hard to be nice
The most beautiful, card I've ever seen received,Like holy Jesus
it feels great doing, adult things getting a gym,membership trainer
I do not support, the death penalty for the,Tree of Life shooter
Some situations, you just gotta wash your hands,and keep it moving
I forgot how much, fun it is to put a cat,in a carrier
You couldn't hurt me, even if I lay on the,ground and closed my eyes
Perfect day to lay, up but too bad I ain't home,yet on my day off
i finally got, some stronger medicine for,my migraines god bless
if you wanna get, back to ass place ass berg me,in any franchise
The browns kicker is, the worst player ever to,have played on the browns
Moving to Cali, in a few weeks and couldn't,be more excited
Me leaving class when, the professor says okay,we're done for the day
The most important, thing in life is finding out,what you love to do
life lessons never, put your bed exactly next,to your computer
Me That's an awful, nice leg you got there Them Thanks,Me Can I have it
Putting that away, so I can put my future,plans into action
Can someone please write, my personal statement for,me Please and thank you
no reason to put, time into you hoes that's why,i left y'all behind
Ironic for you, to be be speaking about,devaluing lives
I don't really care, if you cry On the real you,should a never lied
I have the bladder, of a woman who's nine months,pregnant with triplets
It might however, egg him on to start throwing,his poop at people
Saw this months ago, still like it The real pence stand,up who s your friend
Lance Armstrong's fixer, struggles with her past as she,faces her future
The Irish look like, they had some beers and then ran,to the stadium
I know sometimes it's, hard when I'm so far I know,you miss this dic LOVE
Rumor is you LOVE, getting anal from Putin,you dirty dog you
If the Yankees don't, win tonight I'll give my cat,up for adoption
How many people, have ever packed into a,tent camp in the snow
Here He promptly bent, over rifling through the bag,at his feet What size
You are a goddess, Make them kneel in your presence,They should bow to you
So your girlfriend is, a smith She makes weapons with,her own hands That's hot
All these rappers do, it for they mama but won't,do it for the kids
Hooray for waking, up sick Guess I'll be sleeping,my weekend away
Question when do you, release the schedule for this,years screenings Thank you
It was totally, unnecessary for Jack,to scream at Victor
even tho he's not, finished with me yet God has,really seen me through
I'm smiling stupid, because of some Argh Flustered,and or blushing kot
DOES SORRY MAKES GALS, HAPPY IS BEST WORD THAT GUY,USES EVERYTIME
nothing's without a, challenge so might as well do,what you really want
